text,label
sin comunicacion innovaciones tecnologicas innovaciones tecnologicas,17
problema de levante tolva tolva tolva,12
fuga refrigerante motor +relleno motor sistema de enfriamiento,9
falla control bba. freno sistema direccion y frenos sistema frenos,24
chequeo fuga ac direccion sistema direccion y frenos sistema direccion,3
fuga motor - s/arranque motor sistema de lubricacion,3
ruido en pos. 1 neumaticos y aros neumaticos ,13
presion bba direccion alta sistema direccion y frenos sistema direccion,3
baja presion b/b direccion sistema direccion y frenos sistema frenos,4
golpe de suspensiones sistema suspension suspensiones delanteras,13
chequeo. sist. direccion mantencion programada mantencion programada,3
chequeo radio comercial innovaciones tecnologicas innovaciones tecnologicas,8
relleno/ direccion sistema direccion y frenos sistema direccion,3
baja presion. acum frnos sistema direccion y frenos sistema frenos,4
relleno. rerigerante tren de potencia transmision,1
chequeo.bailac,0
motor diesel ventilado motor unidad de fuerza,16
rllenos pos 1 bailac neumaticos y aros neumaticos,0
cambio po5 neumaticos y aros neumaticos ,0
evaluar alarma de nivel ac. t tren de potencia transmision,1
bajo nivel aceite trasmision instr. electricos y comp. control dispositivos proteccion y alarmas,1
no entra combustible motor sistema de combustible,7
fuga aire compresor sistema auxiliar sistema neumatico,14
chequeo. neum. pos 4/6 neumaticos y aros neumaticos,0
retorque neumaticos y aros neumaticos,0
alarm-bajo nivel ac.transmisi,1
cortepos2bailac neumaticosyaros neumaticos,6
relleno refigerante motor sistema de enfriamiento,9
relleno direccion - transmision sistema direccion y frenos sistema direccion,3
regulacion espejo estructura estructura y chasis,19
cambio de filtro diferencial tren de potencia transmision,17
instalar radio comercial innovaciones tecnologicas innovaciones tecnologicas,10
alta temperatura convert tren de potencia convertidor de torque,1
mantenciom neumaticos neumaticos y aros neumaticos,0
cambio aceite hco. sistema hidraulico componentes hidraulicos,22
fuga combustible por v/v llen motor sistema de combustible,7
tapa motor abierta,16
muestras aceite motor sistema de lubricacion,25
problema bota piedras +instr. electricos y comp. control +instrumentos cables y luces ,8
t° aceite lubr. transmision tren de potencia transmision,1
golpe bajada tolva sistema hidraulico sistema levante,2
golpe ciclindro direccion sistema direccion y frenos sistema direccion,19
relleno ac. diferencial tren de potencia convertidor de torque,15
c/ filtro aire motor sistema de admision y escape,17
baja presion acum.frenos sistema direccion y frenos sistema frenos ,28
chequeo presiones neumaticos y aros relleno ,0
rest electrico sistema direccion y frenos sistema frenos,24
cambio acum freno sistema direccion y frenos sistema frenos,4
reparacion base cabina estructura cabina y plataforma,10
filtto freno taponeado sistema direccion y frenos sistema frenos,7
baja poptencia motor diesel motor sistema de admision y escape,17
mantencion programada mso mantencion programada mantencion programada,16
evaluacion.codigos motor motor modulo electrico y control,11
c/motor motor sistema de admision y escape,16
se apaga motor diesel motor modulo electrico y control,16
pernos de tolva tolva tolva,2
reparacion. caja corta corriente estructura cabina y plataforma,27
aire aconducionado aire acondicionado aire acondicionado,18
alrma de nivel de refrigerante motor sistema de enfriamiento,26
temperatura turbina izq error motor sistema de admision y escape,17
fga refrigerante motor motor sistema de enfriamiento,9
escalera acceso suelta estructura cabina y plataforma,23
#murampapala82 nv3 fuga ac di sistema direccion y frenos sistema direccion,3
relleno.ac.transmision tren de potencia transmision ,1
alta temperatura. de ac. convertidor tren de potencia convertidor de torque,3
cambio pos- 5,0
piedra inscruptada pos.4} neumaticos y aros neumaticos ,0
fuga combustible,7
relleno aceite tren de potencia transmision,1
c& valvula neumatico neumaticos y aros neumaticos,0
fuga nitrog p2 neumaticos y aros neumaticos ,0
pos- fuga nitrog. neumaticos y aros neumaticos ,0
post. mantencion programada sistema hidraulico componentes hidraulicos,26
dano tolva tolva tolva,27
relleno.ac. hidraulico ,12
tapa filtro aire y chequeo di motor sistema de admision y escape,17
chequeo. golpe tolva sistema hidraulico sistema levante,2
codigo.modal.frio trasmision tren de potencia transmision,1
problema con asiento conducto estructura cabina y plataforma,10
chequeo termica aire acondicionado aire acondicionado,18
c/filtro aceit dif tren de potencia eje palier y diferencial,15
selectora de cambios tren de potencia transmision,10
relleno aceite mot0r motor sistema de lubricacion,5
#mu p75 temperatura refrigerante motor sistema de enfriamiento,26
relleno. ac- direccion sistema direccion y frenos sistema direccion,3
fuga aceite pos1 sistema direccion y frenos sistema frenos ,4
fufa linea aire motor sistema partida electrico,14
corte enluces frontales exten instr. electricos y comp. control instrumentos cables y luces,8
psador despalazado link super estructura estructura y chasis,13
espejo,2
chequeo fuga aceite pos 1 sistema hidraulico componentes hidraulicos,21
imprevistos varios sistema hidraulico componentes hidraulicos,3
tapa suelta plataforma estructura cabina y plataforma,10
filtro ac.taponeado motor sistema de lubricacion,11
reparacion. de luces frontales instr. electricos y comp. control instrumentos cables y luces,8
chequeo. masa pos 1 sistema suspension masas,13
baja presion. acumul. direccion sistema direccion y frenos sistema direccion,3
evaluacon suspnc.en ruta sistema suspension suspensiones delanteras,13
vidrio de puerta izquierda qu estructura cabina y plataforma,27
chequeo. p° riel combustible baja mantencion programada mantencion programada,7
neumatico 2 aislado x t° neumaticos y aros neumaticos,0
relleno. ac. motor,5
problema de trasmision ,1
chequeo.posicion 3,0
bja presio acum frenos sistema direccion y frenos sistema frenos,23
fuga aceite hco sistema hidraulico componentes hidraulicos,3
problema. levante problema. levante sistema hidraulico ,12
relleno direccion sistema direccion y frenos sistema direccion,3
suspension pos/1 de tope y fu sistema suspension suspensiones delanteras,13
an3 com.bomba freno sistema direccion y frenos sistema frenos,4
relleno. hco. sistema direccion y frenos sistema frenos,4
pantalla modular suelta innovaciones tecnologicas innovaciones tecnologicas,10
bombe direccion sistema direccion y frenos sistema direccion,3
fuga ac.hidraulico ref. freno,4
bajo n ac.transmision tren de potencia transmision,1
falla sistema a/c ,18
instalar bota piedra izq estructura estructura y chasis,2
baja presion dir. ,5
alarma bajo niv conv tren de potencia convertidor de torque ,1
problema motor motor sistema de lubricacion ,16
valvula venteo combustible. motor sistema de combustible,7
chequeo neumati neumaticos y aros neumaticos,0
nivelacion fluidos sistema hidraulico componentes hidraulicos,22
planchas est.hyd estructura estructura y chasis,2
cambio susp. delantera mantencion programada mantencion programada,13
rotacion pos 2 bailac neumaticos y aros neumaticos,0
ev corte bl pos 6 bailac neumaticos y aros neumaticos,0
luces delanteras instr. electricos y comp. control luces,8
alarma bba freno alta,4
chequeo fuga sello espejo sistema direccion y frenos sistema frenos,4
reaprete espejos estructura cabina y plataforma,15
temperatura alta conv tren de potencia convertidor de torque,1
sold. espejo izq. estructura cabina y plataforma,2
fuga hyd+evaluacion bailac sistema hidraulico componentes hidraulicos,12
fuga neumatico pos 4 neumaticos y aros neumaticos,0
relleno aceit coupli motor acoplamiento motor ,16
falla sensor angulo de caja sistema hidraulico sistema levante,8
falla suspensiones sistema suspension suspensiones delanteras,13
reg espejo iz estructura cabina y plataforma,2
#mu losach.2 motor detenido motor sistema de enfriamiento,26
alta temperatura de convertid tren de potencia convertidor de torque,1
codigo bajo voltaje instr. electricos y comp. control arranque y carga,11
pos 4 pinchada neumaticos y aros neumaticos,0
relleno.ac.transmision tren de potencia mandos finales,3
sin partda sistema neumatico sistema neumatico,14
falla electrica motor motor modulo electrico y control ,11
motor detenido mantencion programada mantencion programada,5
fuga hid transmision tren de potencia transmision,1
soladadura soporte a/c aire acondicionado aire acondicionado,18
baja p~ diferencial tren de potencia eje palier y diferencial,15
reparacion. asiento conductor estructura cabina y plataforma ,10
toma muestra motor sistema de lubricacion,16
rllno direcc.+hyd sistema direccion y frenos sistema direccion,3
evaluar parabrisas lamina de estructura cabina y plataforma,26
golpe susp p1 sistema suspension suspensiones delanteras,13
asiento operador a piso estructura estructura y chasis,1
declas motor 28% motor sistema de admision y escape,17
fall alimentacion de 5 volts instr. electricos y comp. control dispositivos proteccion y alarmas,11
amago incendio motor sistema de combustible,5
fuga refrigerante sistema neumatico sistema neumatico,2
fuga v/v venteo combust. motor sistema de combustible,7
regulacion espejo ezq estructura cabina y plataforma,2
fuga nitrogeno pos.2 neumaticos y aros neumaticos ,0
rlleno hyd+ dir sistema hidraulico componentes hidraulicos,3
aislado x temperatura p1 neumaticos y aros neumaticos ,0
baja presion freno servicio sistema direccion y frenos sistema frenos,4
falla sistema a/c,18
vellc motor motor sistema de enfriamiento,26
espejo derecho desrreg. estructura cabina y plataforma,19
codigo angulo tolva instr. electricos y comp. control dispositivos proteccion y alarmas,2
sind.cond.partida sistema neumatico sistema neumatico,14
chequeo. frenoretardo manual sistema direccion y frenos sistema frenos,28
codigo. tolva arriba instr. electricos y comp. control dispositivos proteccion y alarmas,8
vidrio puerta estructura cabina y plataforma,10
soldadura de estructura estructura cabina y plataforma,5
muestra aceite /foto motor sistema de lubricacion,5
reparacion ducto escape motor sistema de admision y escape,17
sin bocina instr. electricos y comp. control,8
cambio pos 4 desgaste neumaticos y aros neumaticos,0
#mu p. seco motor ventilado motor sistema de enfriamiento,16
chequeo. pos 2 neumatico neumaticos y aros neumaticos,0
alarma nivel ac. transmison b tren de potencia transmision,1
desgaste link estructura estructura y chasis,13
nivel aceite motor trasero ba motor sistema de lubricacion,11
sina ire partida sistema neumatico sistema neumatico,14
pos 3 desgaste excesivo++,0
reg. espejo ldo derecho estructura estructura y chasis,2
sell. cabna estructura cabina y plataforma,18
quebro espejo izquierdo estructura cabina y plataforma,2
golpe y vibracion en cabina estructura cabina y plataforma,13
pos n 4 neumatico,0
chequeo neum pos 3 neumaticos y aros neumaticos,0
cambio mando final der. sistema direccion y frenos sistema direccion,21
fuga hid mf tren de potencia mandos finales,21
pasador aselerador instr. electricos y comp. control sistema de control de movimiento,10
regulacion espejo l.i estructura cabina y plataforma,2
c/espejo izq estructura cabina y plataforma,2
relleno.nitrog. pos- 1,0
relleno conv instr. electricos y comp. control dispositivos proteccion y alarmas,1
soporte espejo estructura cabina y plataforma,2
pedal aceler. suelto instr. electricos y comp. control sistema de control de movimiento,10
fuga refrigerante motor sistema de combustible,3
falla cilindro levante sistema hidraulico componentes hidraulicos,12
fuga de trx tren de potencia eje palier y diferencial,1
reponer filtros cabinas aire acondicionado aire acondicionado,18
chequeo suspencion sistema suspension suspensiones delanteras ,13
baja presion.b/b trasferencia motor sistema de combustible,17
chequeo. alarma motor motor sistema de lubricacion,5
acum direccion mantencion programada mantencion programada,17
falla sensor lub. motor motor modulo electrico y control,11
fuga refrigerante- relleno. motor sistema de enfriamiento,9
filtro ac. direccion suelto sistema direccion y frenos sistema direccion,3
ja p° de direccion,3
reparacion. de foco de extension par instr. electricos y comp. control instrumentos cables y luces,8
problema de direccion hacia l sistema direccion y frenos sistema direccion,3
bajo nivel aceite dirrecion sistema direccion y frenos sistema direccion,3
refrigerante/ aire partida motor sistema de enfriamiento,14
letrero luminoso innovaciones tecnologicas innovaciones tecnologicas,2
chequeo chasis estructura estructura y chasis,2
reapriete espejo estructura cabina y plataforma,2
ventanilla lado derecho estructura cabina y plataforma,10
relleno pos.1/3 neumaticos y aros neumaticos,6
problema.marchas tren de potencia transmision,1
seguro tolva tolva tolva,2
baja presion.acumul.direccion sistema direccion y frenos sistema direccion,3
relleno niveles motor sistema de lubricacion,5
contaminacion refrigerante motor sistema de enfriamiento,9
mantencion programada chequeo motor mantencion programada mantencion programada,5
baja p acum frenos instr. electricos y comp. control dispositivos proteccion y alarmas,4
proteccion capot.motor estructura cabina y plataforma,2
desmonto guardafango estructura estructura y chasis,2
espej. izq suelto. estructura cabina y plataforma,2
luz cabina suelta instr. electricos y comp. control luces ,10
susp. pos 1 con fuga sistema suspension suspensiones delanteras,13
neumatico 5 relleno nitrogeno neumaticos y aros relleno,0
relleno.. ac. direccion sistema direccion y frenos sistema direccion,3
alta presion bomba direccion sistema direccion y frenos sistema direccion,3
alarma ac. motor bajo motor sistema de lubricacion,11
reparacion. sist. afex sistema contra incendios sistema contra incendios,29
chequeo. neum pos 3 neumaticos y aros neumaticos,6
p° de freno sistema direccion y frenos sistema direccion,4
impacto tapa banyo ,27
neumatico 3 relleno neumaticos y aros neumaticos,0
vidrio derch no levanta estructura cabina y plataforma,10
filtro freno saturado sistema direccion y frenos sistema frenos,24
mant neumatico+neumaticos y aros+neumaticos,0
problemas de marcha 1 a 2 tren de potencia transmision,1
chequeo. posicion 3,0
baja presion lubricacion estructura sistema de lubricacion grasa ,1
relleno hid innovaciones tecnologicas innovaciones tecnologicas,22
problem bajda tolva sistema hidraulico componentes hidraulicos,2
cambio cilindro lev. derecho sistema hidraulico cilindros,12
relleno direccion neumaticos y aros neumaticos,3
pasador de link desplazado,0
cambio de radiador,9
falla sensor presion ac.motor instr. electricos y comp. control dispositivos proteccion y alarmas,11
fuga ac direccion sistema hidraulico componentes hidraulicos,3
fuga ref motor sistema de enfriamiento,4
prcl a/h sistema hidraulico sistema levante,12
neumatico pos 4 relleno neumaticos y aros neumaticos,0
fuga pos. 4 neumaticos y aros neumaticos,0
relleno.de.nitog. neumaticos neumaticos y aros neumaticos,0
fuga sist. levante instr. electricos y comp. control arranque y carga,12
suspension 2 con fuga mantencion programada mantencion programada,13
rellachidraulico ,12
c/suspensio tras. derecha sistema suspension suspensiones traseras,13
filtro motor trasero tapados motor sistema de lubricacion,5
fuga aceite hd sistema hidraulico componentes hidraulicos,4
engrase pto a pto sistema auxiliar sistema de lubricacion y engrase,16
relleno ac. hidraulic,12
reponer numeros identificacio estructura estructura y chasis,2
reparacion vidrio conductor estructura cabina y plataforma,10
reparacion a/ac aire acondicionado aire acondicionado ,18
reparacion luz de intermitent instr. electricos y comp. control instrumentos cables y luces,8
relleno. refrigerante.- transm motor sistema de enfriamiento,9
sin numeros traseros estructura estructura y chasis,2
problema trochas instr. electricos y comp. control instrumentos cables y luces ,8
relleno.transm. tren de potencia transmision,1
falla electrica luces trocha instr. electricos y comp. control luces,8
relleno ac. hidraulico fuga t sistema hidraulico componentes hidraulicos,22
c/parabrisas t estructura cabina y plataforma,10
relleno.ac.transmsision tren de potencia transmision,1
p.acomulador de direccion sistema direccion y frenos sistema direccion,3
fuga pos/4 por oring neumaticos y aros valvula,6
piedra inscrup. pos.4 neumaticos y aros neumaticos,0
cambio pos x desgas neumaticos y aros neumaticos ,0
problema suspensiones delante sistema suspension suspensiones delanteras,13
accion.baja presion aceite motor sistema de lubricacion,7
espejo izq estructura cabina y plataforma,19
evaluacion motor motor sistema de lubricacion,5
relleno ac. tranmision tren de potencia transmision,1
evl.trx+diferencial tren de potencia transmision,1
barrido pos bailac neumaticos y aros neumaticos,6
suspension 1 reventada sistema suspension suspensiones delanteras,13
tapa convertidor tren de potencia transmision,1
nv 3 mems motor alto motor sistema de admision y escape,16
baja presion de acumuladores sistema hidraulico componentes hidraulicos,4
#mu pl fuga ac. /altapresio sistema direccion y frenos sistema frenos,4
problema retardo automatico sistema direccion y frenos sistema frenos,23
neum 4 y 6 neumaticos y aros neumaticos,0
reponer perno a espejo derech estructura cabina y plataforma,19
control sistema affex sistema contra incendios sistema contra incendios,29
ruido motor bellow motor sistema de admision y escape,17
pinchado posicion #5 neumaticos y aros neumaticos,0
relleno refig motor sistema de enfriamiento,9
reparacion guardafango izq. estructura estructura y chasis,2
taller bailac por pos. 5 cort neumaticos y aros neumaticos ,0
chequeo. neumat. pos neumaticos y aros neumaticos,0
evaluacion transmision tren de potencia transmision,1
fluidos mantencion programada mantencion programada,5
fuga hca.,1
regular espejos estructura cabina y plataforma,19
baja presion diferencia tren de potencia eje palier y diferencial,15
problema trans ,1
post.mantencion programada salida trasmision tren de potencia transmision,1
chequeo equipo motor sistema de admision y escape,17
relleno sistema direccion motor sistema de admision y escape,16
fuga aceite turbo motor sistema de admision y escape,17
cambio de cilindro direccion,3
cambio linea refrigerante sistema hidraulico componentes hidraulicos,9
mantencion programada neunatico neumaticos y aros neumaticos,0
baja presion refriger motor sistema de enfriamiento,9
rellen transmision tren de potencia convertidor de torque ,1
bajo nivel direccion instr. electricos y comp. control instrumentos cables y luces,3
levante lento relleno hco. sistema hidraulico sistema levante,12
fuga aceite+golpe direccion sistema hidraulico componentes hidraulicos,26
rel. motor motor sistema de lubricacion,2
reparacion asiento operador estructura cabina y plataforma,20
relleno pos 4,0
comando bba. frenos sistema direccion y frenos sistema frenos,4
codigo electric.nivel direccion instr. electricos y comp. control sistema de control de movimiento,8
bajo nivel refrigerante tren de potencia transmision,1
carga sist afex sistema contra incendios sistema contra incendios,29
chequeo. t° de frenos sistema direccion y frenos sistema frenos,4
relleno. refrigerte motor sistema de enfriamiento,9
reparacion. de valvula pos/3 neumaticos y aros neumaticos,6
alarma inyector motor sistema de combustible,7
compresion al carter motor unidad de fuerza ,9
fufa sistema combustible motor sistema de combustible,7
evaluacion pos 5 fuga v/v bailac neumaticos y aros neumaticos,6
cambio pos 5 neumaticos y aros neumaticos ,0
limpieza sistema hidraulico sistema hidraulico sistema levante,12
cambio pos 4 neumaticos y aros neumaticos ,0
se tetiene motor instr. electricos y comp. control arranque y carga,5
fuga susp. pos 1 mantencion programada mantencion programada,4
reparacion varilla coupling motor acoplamiento motor,16
fuga linea freno pos.2 sistema direccion y frenos sistema direccion,4
inchancables estructura estructura y chasis,2
mantencion neumatico neumaticos y aros neumaticos ,0
alarma nivel transmision bajo tren de potencia transmision,1
relleno aceite sistema_transmision,1
pesometro+fuga mando final sistema suspension suspensiones delanteras,21
problema. marchas motor unidad de fuerza,26
tolva baja de golpe sistema hidraulico sistema levante,12
temperatura motor. motor sistema de enfriamiento,9
alarma alta temperatura convertidor tren de potencia convertidor de torque,11
sin retardo instr. electricos y comp. control sistema de control de movimiento,8
post mantencion programada cambio bb grasa motor sistema de lubricacion,5
alarm. bajo nivel ac.,11
codigos motor motor sistema de lubricacion,5
chequeo p 1 bailac neumaticos y aros neumaticos,6
neumatico relleno de nitrogen neumaticos y aros relleno,0
falla alimentacion 5 volts instr. electricos y comp. control dispositivos proteccion y alarmas,8
sin aire motor sistema partida electrico,14
relleno dif motor sistema de enfriamiento,9
relleno nitrog neumaticos y aros relleno ,0
corte en luces traseras instr. electricos y comp. control instrumentos cables y luces,8
flujo refrigerante bajo,9
falla elec. corta energia instr. electricos y comp. control dispositivos proteccion y alarmas,11
reponer stricker puerta estructura cabina y plataforma,10
chequeo pos traseras bailac neumaticos y aros neumaticos,6
relleno motor] motor sistema de lubricacion,5
verificacion de torque pos 6 neumaticos y aros neumaticos,6
transmision chequeo tren de potencia transmision,1
mantencion programada neumat,0
desgast. pos bailac neumaticos y aros neumaticos,0
puerta izq suelta estructura estructura y chasis,20
fuga linea de aire sistema neumatico sistema neumatico,14
reo aire acondicionad aire acondicionado aire acondicionado ,18
fuga por tapta couplin motor acoplamiento motor,16
reparacion fisura estructura estructura y chasis,4
aire acon aire acondicionado aire acondicionado,18
alza vidrio puerta piloto estructura cabina y plataforma,10
alta temperatura. de motor diesel motor sistema de lubricacion,11
cabina display error,8
potencia sistema neumatico sistema neumatico,11
reparacion afex sistema direccion y frenos sistema direccion,29
baja presion ac. motor y filt motor sistema de lubricacion,11
neumatico pos 5 cambio neumaticos y aros neumaticos ,0
pasadores tolva tolva,2
fisura estructura estructura estructura y chasis,9
arreglo vidrio conductor estructura cabina y plataforma,10
presion. salida turbo potencia motor sistema de admision y escape,17
ruido en sistema levante sistema hidraulico sistema levante,12
pos/5 desgaste excesivo neumaticos y aros neumaticos,6
sin nume traseros estructura estructura y chasis,2
relleno aceit transmision,1
relleno aceit motor,5
relleno.ac.transm tren de potencia transmision,1
barandas desoldadas acceso estructura estructura y chasis,2
alarma bajo nivel refrigerante motor sistema de enfriamiento,11
post mantencion programada mantencion programada mantencion programada,13
camara caida,8
multiples alarmas error instr. electricos y comp. control dispositivos proteccion y alarmas,16
problema sist bomba agua motor sistema de enfriamiento,9
aacc sistema neumatico sistema neumatico,1
alimentacion 5v en error instr. electricos y comp. control dispositivos proteccion y alarmas,11
chequeo. de neumaticos neumaticos y aros neumaticos,6
alarma freno est.aplicado instr. electricos y comp. control dispositivos proteccion y alarmas,28
chequeo suspeniones sistema suspension suspensiones delanteras,13
cambio mando final dercho mantencion programada mantencion programada,21
fuga refgerante motor sistema de enfriamiento,9
sin postura salida estructura estructura y chasis,2
reparacion letrero del estructura estructura y chasis,18
reparacion. tube cross estructura estructura y chasis,2
chequeo. codigo electrico motor modulo electrico y control,11
protecion del motor inferior estructura estructura y chasis,2
apoyo de bateria partida sistema neumatico sistema neumatico,8
cambio lineas hyd mantencion programada mantencion programada,23
chequeo. motor diesel motor modulo electrico y control,11
baja p. pos 2 neumaticos y aros neumaticos,0
chequeo sistema mems neumaticos y aros neumaticos,6
alta temperatura. refrigeran motor sistema de enfriamiento ,9
sin cond. partida instr. electricos y comp. control arranque y carga,14
bajo nivel direccion sistema direccion y frenos sistema direccion,3
sin propulsion motor sistema de admision y escape,11
alerm electr nivel transm tren de potencia transmision,1
rlleno trasmision tren de potencia transmision,1
cambio de link inferior derec mantencion programada mantencion programada,2
nivel trasmi. f/electrica tren de potencia transmision,1
reg freno ret sistema direccion y frenos sistema frenos,4
mantencion programada 144d +backlog mantencion programada mantencion programada ,25
alta presion de carter motor unidad de fuerza,11
reapriete posiciones neumaticos y aros neumaticos ,0
neumatico pos 1 pinchada neumaticos y aros neumaticos ,0
pasador desplazado tolva estructura estructura y chasis,2
baja presion lub mf tren de potencia mandos finales,21
codigo.volteja sistema bajo instr. electricos y comp. control arranque y carga,11
alarma nivel 3 instr. electricos y comp. control dispositivos proteccion y alarmas,4
t alta transmision tren de potencia transmision,1
rllno por t°pos 6 neumaticos y aros neumaticos,0
cambio de turbos motor sistema de admision y escape,17
golpe susp. levante tolva sistema hidraulico sistema levante,13
pestillo puerta derecha estructura cabina y plataforma,10
bolon impacta susp. tras. sistema suspension suspensiones traseras,27
fuga nitrog neumaticos y aros neumaticos,0
plataforma desoldada estructura cabina y plataforma,2
chequeo. pos- 2 neumaticos y aros neumaticos,0
cambio pos. 5 ,0
fuga nitrogeno pos. 6 neumaticos y aros neumaticos,0
golpes en suspensiones sistema suspension suspensiones delanteras,13
relleno.ac. direccio0n ,3
remolque caex motor sistema de admision y escape,17
chequeo chasis,2
baja presion latch transm. tren de potencia transmision,1
temperatura turbo 3 motor motor sistema de admision y escape,17
comando bomba alto,28
relleno.ac.direccion estructura cabina y plataforma,3
comando bombda de freno alto sistema direccion y frenos sistema frenos,23
reponer luz de trocha instr. electricos y comp. control luces,8
cambio pos 4 aro fisurado neumaticos y aros neumaticos,6
neumatico pos 1 cambio neumaticos y aros neumaticos ,0
chequeo sist mems innovaciones tecnologicas innovaciones tecnologicas,6
problema. marchas tren de potencia eje palier y diferencial,1
fuga aceite pos 4 sistema hidraulico componentes hidraulicos,21
nv 3 bajo ac direccion sistema direccion y frenos sistema direccion,3
reparacion. sistema efex sistema contra incendios sistema contra incendios,29
fugfa ac. direccion sistema direccion y frenos sistema direccion,3
fuga ac. motor diesel tren de potencia transmision,1
fuga pos p4 bailac neumaticos y aros neumaticos,0
codigo.electriconiv. refrigerante. motor modulo electrico y control,11
problema para pasar marchas tren de potencia transmision,1
presion trasmision tren de potencia transmision,1
rellenorefrigerante motor sistemadeenfriamiento,9
baja potencia mantencion programada mantencion programada,17
chequeo de neumatico neumaticos y aros neumaticos ,0
reparacion ac/c aire acondicionado aire acondicionado,18
chequeo pasador link,2
cheqroce de tolva tolva tolva,2
chequeo. neumaticos pos neumaticos y aros neumaticos ,0
baj presion ac. eje trasero tren de potencia eje palier y diferencial,15
plan desarrollo sustentable. sistema hidraulico componentes hidraulicos,8
chequeo pos neumatico neumaticos y aros neumaticos,0
suspencion pos1 sistema suspension suspensiones delanteras,13
evaluacion pos/3 neumaticos y aros neumaticos,6
tolva quebrada tolva tolva,2
relleno sis direccion sistema direccion y frenos sistema direccion,3
soldadura de estructura estructura estructura y chasis,2
falla de levante sistema hidraulico sistema levante,12
puerta piloto estructura cabina y plataforma,10
chequeo. sistema frenos sistema direccion y frenos sistema frenos,24
cambio de bomba de levantes,12
cambio acumulador de freno sistema hidraulico componentes hidraulicos,4
relleno aeite motor sistema de lubricacion,3
fuga ac. trasnmision tren de potencia transmision,1
relleno pos neumaticos y aros neumaticos,6
di 300 motor sistema de admision y escape,25
fufa aire partida sistema neumatico sistema neumatico,14
pernos segmentos mando tren de potencia mandos finales,21
perdida de potencia ,17
alarma baja voltaje instr. electricos y comp. control arranque y carga,11
p diferencial tren de potencia eje palier y diferencial,22
temperatura. de ac. onvertidor tren de potencia convertidor de torque,1
fuga pos 5 bailac,0
desgaste pos.4 neumaticos y aros neumaticos,0
fuga aire motor sistema de admision y escape,14
falla error instr. electricos y comp. control dispositivos proteccion y alarmas ,1
reapret esp. izq- estructura cabina y plataforma,2
comando bomba alto sistema direccion y frenos sistema frenos,4
no rellena combustible motor sistema de combustible,7
chequeo pos2 neumaticos y aros neumaticos ,0
cheneumaticos neumaticos y aros neumaticos,0
chequeo. pos/1 neumaticos y aros espera atencion neumaticos,6
cambio acumulador de freno sistema direccion y frenos sistema frenos,4
falla llenado combustible,7
cambio escala flotante estructura cabina y plataforma,2
chequeo fuga refrigerante,9
chequeo. pos desgaste severo neumaticos y aros neumaticos,0
sin espejo derecho estructura estructura y chasis,19
relleno nitrogeno pos.1/4/6 neumaticos y aros relleno,6
camb.control retardo sistema direccion y frenos sistema direccion,10
fuga hiraulica sistema hidraulico sistema levante,4
espej.+calefaccion estructura cabina y plataforma,18
evaluacion.corte pos 3 bailac neumaticos y aros neumaticos,6
falla reparc. pos 3 bailac neumaticos y aros neumaticos,0
fuga ac. interior pos 4 sistema direccion y frenos sistema frenos,21
relleno hco sistema hidraulico componentes hidraulicos,12
relle. coupling motor sistema de lubricacion,5
puerta del copiloto no cierra estructura cabina y plataforma,20
fuga hca. freno sistema direccion y frenos sistema frenos,4
cambio p4 x desg neumaticos y aros neumaticos ,0
lubricacion pasadores estructura estructura y chasis,5
alta presion aceite freno sistema direccion y frenos sistema frenos,4
suspencion pos sistema suspension suspensiones delanteras ,13
fuga v/v control levante sistema hidraulico componentes hidraulicos,12
aceleracion instr. electricos y comp. control sistema de control de movimiento,10
programa nueumaticos mantencion programada mantencion programada,0
ruido sistema direccion estructura estructura y chasis,5
desgast. pos 3 bailac,6
relleno. trannsmision tren de potencia transmision,1
pincho pos 4 ,0
golpe de suspensiones. sistema suspension suspensiones delanteras,13
bajo flujo refrigerante motor sistema de enfriamiento,9
relleno motor motor sistema de admision y escape,5
fuga ac.direccion sistema direccion y frenos sistema direccion,4
chequeo aro p6 neumaticos y aros aro,6
baja presion coupling motor acoplamiento motor,14
relleno pos.1y2 neumaticos y aros neumaticos,0
pasador pedal instr. electricos y comp. control sistema de control de movimiento,10
rotura valvula motor motor sistema de lubricacion,16
soldadura plataforma izq estructura estructura y chasis,2
traspaso hidraulico mantencion programada mantencion programada,8
verif. torque pos.6 neumaticos y aros neumaticos,6
reg piola espaldar asiento estructura cabina y plataforma,10
presion diferencial baja tren de potencia eje palier y diferencial,15
revision de frenos sistema direccion y frenos sistema frenos,15
regu.espejo estructura cabina y plataforma,2
c/ filtros motor motor sistema de lubricacion,5
apoyo bateria partida motor d instr. electricos y comp. control arranque y carga,8
fuga aceite motor motor sistema de lubricacion,4
bocina en falla estructura cabina y plataforma,14
cambio baterias,8
relleno.ac.trnsmision tren de potencia transmision,1
cambio manguera aire acondici aire acondicionado aire acondicionado,18
chequeo sistema de levante sistema hidraulico sistema levante,2
nivel refrigerante motor sistema de enfriamiento,9
aislado temperatura.neumaticos neumaticos y aros neumaticos,0
codigo. electr. nivel motor instr. electricos y comp. control dispositivos proteccion y alarmas,11
vidrio op no sube instr. electricos y comp. control dispositivos proteccion y alarmas,10
relleno de motor motor sistema de lubricacion ,5
falla en turbo motor sistema de admision y escape,16
alta temperatura refrigerante instr. electricos y comp. control dispositivos proteccion y alarmas,11
