text,label
sin marcha reversa Instr. Electricos y Comp. Control Sistema de Control de Movimiento,DEFECTUOSO
falla marcha atras Instr. Electricos y Comp. Control Sistema de Control de Movimiento,DEFECTUOSO
dano receptor Innovaciones Tecnologicas Innovaciones Tecnologicas,CHEQUEO
fuga aceite pos.5 suspencion Sistema Suspension Suspensiones Traseras,DESCARGADO
c& pos 1 desgaste Neumaticos y Aros Neumaticos,DESGASTADO
baja pres. b/b direccion Sistema Direccion y Frenos Sistema Frenos,BAJA PRESION
alta t~ motor diesel Motor Sistema de Enfriamiento,DEFECTUOSO
c& espejo der. Estructura Cabina y Plataforma,ROTO
pos/5 corte pasado b/rodado Neumaticos y Aros Neumaticos,CORTADO
suspension trasera reventada Sistema Suspension Suspensiones Traseras,DESCARGADO
relleno sistema hyd direccion Sistema Direccion y Frenos Sistema Direccion,BAJO NIVEL
reparar fuga refrig motor Motor Sistema de Enfriamiento,PM-NORMALIZAR
revision sist. afex Sistema Contra Incendios Sistema Contra Incendios,CHEQUEO
c/valv. pos 5 Neumaticos y Aros Neumaticos,DESGASTADO
rell.de nitrog. Neumaticos y Aros Neumaticos,PM-NORMALIZAR
radio comunicacion suelto Comunicaciones Comunicaciones,FUERA DE AJUSTE
ch. calefaccion Aire Acondicionado Aire Acondicionado,DEFECTUOSO
fuga nitrog. pos/3 Neumaticos y Aros Neumaticos,FUGA
eval. pos 1 bailac Neumaticos y Aros Neumaticos,CHEQUEO
cinturon de seguridad suelto Estructura Cabina y Plataforma,DEFECTUOSO
falla ac Aire Acondicionado Aire Acondicionado,DEFECTUOSO
fuga de nitrog. pos/1 Neumaticos y Aros Neumaticos,FUGA
cortepos 2/3/6 bailac Neumaticos y Aros Neumaticos,CORTADO
pm Comunicaciones Comunicaciones,PM DI 300
c/linea fan drive motor Motor Sistema de Enfriamiento,FUGA
frenos Sistema Direccion y Frenos Sistema Frenos,ERROR DE FUNCIONAMIENTO
relleno coupling motor Motor Sistema de Lubricacion,BAJO NIVEL
pretuberancia pos.3 Neumaticos y Aros Neumaticos,DESGASTADO
corte pos 1/6 bailac Neumaticos y Aros Neumaticos,CHEQUEO
eval pos 2/3/5 bailac Neumaticos y Aros Neumaticos,CHEQUEO
fuga neum. pos. 1 Neumaticos y Aros Dano,FUGA
fuga sello espejo p-2 Sistema Direccion y Frenos Sistema Frenos,FUGA
ch pos traseras bailac Neumaticos y Aros Neumaticos,CHEQUEO
bolon en espej.izq. quebrado Estructura Cabina y Plataforma,ACC-IMPACTADO
apriete modular suelto Innovaciones Tecnologicas Innovaciones Tecnologicas,FALLA SOPORTE PANTALLA
rep filtro motor trasero Motor Unidad de Fuerza,FUGA
rell.direccion SistemaDireccionyFrenos SistemaDireccion,BAJO NIVEL
protecc.superiormotor Estructura CabinayPlataforma,AJUSTE DEFICIENTE
cambio diferencial Tren de Potencia Eje Palier y Diferencial,PM-CAMBIO
proteccion motor Estructura Cabina y Plataforma,CHEQUEO
chequeos pos 6 Neumaticos y Aros Neumaticos,CHEQUEO
tapa proteccion motor Estructura Cabina y Plataforma,FUGA
baja potenc.temp escape Motor Sistema de Admision y Escape,ALTA TEMPERATURA
proteccion de motor desoldada Estructura Estructura y Chasis,PM-NORMALIZAR
modular-ecas Innovaciones Tecnologicas Innovaciones Tecnologicas,FALLA SOPORTE PANTALLA
equipo sin codera Estructura Cabina y Plataforma,COMPONENTE FALTANTE
fuga considerable ac hidrauli Sistema Hidraulico Componentes Hidraulicos,FUGA
reparacion y de direccion Mantencion Programada PM,AJUSTE DEFICIENTE
reparacion fuga trasmision Tren de Potencia Transmision,FUGA
revision fuga transmision Tren de Potencia Transmision,FUGA
seguro pasador tolva Estructura Estructura y Chasis,SUELTO
fierro incrustado pos.5       ,ACC-INCIDENTE
fierro incrustado pos.5 Neumaticos y Aros Neumaticos,ACC-INCIDENTE
retiro fierro pos.5 Neumaticos y Aros Neumaticos,ACC-INCIDENTE
* mu rampa principal pl1 Tren de Potencia Transmision,FUGA
revision fuga hidraulico Sistema Hidraulico Componentes Hidraulicos,FUGA
c/ manguera transm. Sistema Hidraulico Componentes Hidraulicos,ROCE
eval.sensor nivel trasmision Tren de Potencia Transmision,DEFECTUOSO
eval.pos6 bailac Neumaticos y Aros Neumaticos,CHEQUEO
c/ cil levante Sistema Hidraulico Componentes Hidraulicos,EXTENSION PM
ch. mecanicos Neumaticos y Aros Neumaticos,CHEQUEO
sobre nivel trasmision Tren de Potencia Transmision,ALTO NIVEL
volt.sistema bajo Instr. Electricos y Comp. Control Arranque y Carga,BAJO VOLTAJE
fufa v/v pos 4/6 bailac Neumaticos y Aros Neumaticos,FUGA
soplando pos 2 bailac Neumaticos y Aros Neumaticos,BAJA PRESION
falla retardo Estructura Cabina y Plataforma,DAÑADO
arc error Sistema Direccion y Frenos Sistema Frenos,DEFECTUOSO
alarma n ivel ac. direccion b Sistema Direccion y Frenos Sistema Direccion,BAJO NIVEL
ac direccion Sistema Direccion y Frenos Sistema Direccion,FUGA
PINCHADO POS-6 Neumaticos y Aros Dano,ACC-IMPACTADO
cheq bota piedra Estructura Estructura y Chasis,CHEQUEO
cheq.neumaticos pos-3 Neumaticos y Aros Neumaticos,CHEQUEO
EVAL.CORTE POS 3 BAILAC Neumaticos y Aros Neumaticos,CHEQUEO
variabilidad pm. Mantencion Programada PM,PLAN-VARIABILIDAD
fuga neum pos 4/6 Neumaticos y Aros Neumaticos,DESGASTADO
c/acumulador direccion Sistema Direccion y Frenos Sistema Frenos,DEFECTUOSO
reparacion de luces extension Instr. Electricos y Comp. Control Instrumentos Cables y Luces,ERROR DE FUNCIONAMIENTO
cambio cil dir der Mantencion Programada PM,EXTENSION PM
chequeo pos 2-3 Neumaticos y Aros Neumaticos,CHEQUEO
rell.transmision TrendePotencia Transmision,BAJO NIVEL
bajapresionlatching TrendePotencia Transmision,FUGA
baja presion latching Tren de Potencia Transmision,FUGA
fuga ac. direccio y hidraulic Sistema Hidraulico Componentes Hidraulicos,FUGA
evaluar alarma nivel ac. moto Motor Sistema de Lubricacion,ALARMA
eset master por smartcap Innovaciones Tecnologicas Innovaciones Tecnologicas,DESCONFIGURADO
fuga oring pos 5 Neumaticos y Aros Neumaticos,FUGA
codig.bajo nivel trasmision Tren de Potencia Transmision,BAJO NIVEL
post pm/ cambio base filtros Sistema Hidraulico Componentes Hidraulicos,EXTENSION PM
suelto extintor Estructura Estructura y Chasis,SUELTO
cheq radio comunicaciones Comunicaciones Comunicaciones,FALLA COMPONENTE
an3 ac direccion bajo Sistema Direccion y Frenos Sistema Direccion,FUGA
atencion remota smartcap open Innovaciones Tecnologicas Innovaciones Tecnologicas,DESCONFIGURADO
a/c + radio comunicacion Aire Acondicionado Aire Acondicionado,ERROR DE FUNCIONAMIENTO
eval.temp escape Motor Sistema de Admision y Escape,ALTA TEMPERATURA
c/mangueraact.freno SistemaDireccionyFrenos SistemaFrenos,DEFECTUOSO
relleno nitrog. pos/1 Neumaticos y Aros Neumaticos,BAJA PRESION
fuga c/ neum. pos 2 Neumaticos y Aros Neumaticos,FUGA
bloqueo salida bailac Neumaticos y Aros Neumaticos,SIN ACCESO
fuga v/v llenado combust Motor Sistema de Combustible,FUGA
eval.tolva inchancable Tolva Tolva,CHEQUEO
radio comunicacion intermiten Comunicaciones Comunicaciones,FALLA INSTRUMENTACION
eval pos 1/2 seguro aro Neumaticos y Aros Neumaticos,CHEQUEO
pierde potencia Tren de Potencia Freno de Propulsion,BAJA POTENCIA
chequeo inchancable Estructura Estructura y Chasis,CHEQUEO
ch aceite motor Motor Sistema de Lubricacion,MONCON
3mu/rampa 3070 baja potencia Motor Sistema de Lubricacion,DEFECTUOSO
evaluar tolva por plancha sue Tolva Tolva,CHEQUEO
aislado por temperatura pos/5 Neumaticos y Aros Relleno,ALTA TEMPERATURA
relleno de niytrogeno pos/5 Neumaticos y Aros Neumaticos,ALTA TEMPERATURA
lateral de tolva lado derecho Tolva Tolva,DAÑADO
prog rep tolva/bklg Mantencion Programada PM,PM-NORMALIZAR
c/ linea pre lub Mantencion Programada PM,EXTENSION PM
chequeo presion p-1 bailac Neumaticos y Aros Neumaticos,CHEQUEO
sin propulsion Motor Unidad de Fuerza,BAJA POTENCIA
relle pos 3 Neumaticos y Aros Neumaticos,BAJO NIVEL
alta temp. pos/5 /rell.pos/4 Neumaticos y Aros Neumaticos,FUGA
fuga por oring pos 3 Neumaticos y Aros Neumaticos,FUGA
PINCHADO POS 6,PINCHADO
cheq.posiciones ,CHEQUEO
DECLAS DE MOTOR,BAJA POTENCIA
fuga nitrog x v/v p5 ,FUGA
cheq.pos-3 ,CHEQUEO
CAMBIO POS. 1-2,DESGASTE
COMANDO ALTO DE FRNEO,FUGA
COMANDO FRENO ALTO,FUGA
COMANDO BBA FRENO ALT,ALTA PRESION
FUGA NITROG P5,FUGA
fuga ac.direccion ,FUGA
chequeo pos- 2 ,CHEQUEO
CAMBIO ACUMULADOR DIRECCION,ROTURA
CAMBIO ACUM DIR,ROTURA
FRENO APLICADOS,FUGA
COMANDO BBA FRENO,FALLA CONEXION/AISLAMIENTO
FUGA NITROG.POS.3,FUGA
LEVANTE TOLVA,CHEQUEO
CAMBIO MANDO FINAL IZQUIERDO,PM-CAMBIO
POS.5 CON ROCA CHEQ,CHEQUEO
CHEQ. SUSP. 1 BAJA,CHEQUEO
CHEQUEO SUSPENCIONES,CHEQUEO
CHEQ SUSP,CHEQUEO
CARGA SUSP. POS-1,FUGA
ROPE TOLVA CORTADO,FALLA ROP
C/FILTRO M FINALES,FALLA SENSOR
BOCINA PEGADA,CORTO CIRCUITO
CHEQUEO POS. 5,CHEQUEO
pos.3 ,FALLA VALVULA
rep.valv. pos.3 ,FALLA VALVULA
EXCESO DE ACEITE HIDRAULICO,ALTO NIVEL
ALARMA BAJO NIVEL TRANSMISION,FALLA FUNCIONAL
FALLA NIVEL ACEITE TRANSMISIO,FALLA SENSOR DE NIVEL
CAMBIO V P5,FUGA
c cil lev der +Mantencion Programada +PM ,PM-REPARACION
CHEQ MEC+Instr. Electricos y Comp. Control+Dispositivos Proteccion y Alarmas,FALLA SENSOR DE PRESION
CHEQ EQUIPO+Motor+Sistema de Lubricacion,CHEQUEO
TEMP DIRECCION+Sistema Direccion y Frenos+Sistema Direccion,ALTA TEMPERATURA
fuga hidraulico +Sistema Hidraulico +Componentes Hidraulicos ,FUGA
FALLA MOD FRIO ,FALLA SENSOR TEMPERATURA
pm 14d- backlog Mantencion Programada PM ,PM14D
CAMBIO DIFERENCIAL + SUSPENSI Mantencion Programada PM,PM-CAMBIO
CHEQ POS 6 ,DESGASTE
CHEQUEO SENSOR DIRECCION Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA CONEXION/AISLAMIENTO
FUGA NITROG POS. 3 Neumaticos y Aros Neumaticos,FUGA
ECM CHASIS ERROR Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,CIRCUITO ABIERTO
rell.ac.direccion Sistema Direccion y Frenos ,BAJO NIVEL
PM 112 D Mantencion Programada PM,PM112D
RELLE DIRECCION Sistema Direccion y Frenos Sistema Direccion,BAJO NIVEL
TENSOR CORTADO TOLVA Tolva Tolva,FALLA TENSORES
APOYO REMOLQUE 320 ,OP-REMOLQUE
PROBL ESTRUC Estructura Estructura y Chasis,ROTURA
CHEQ. NEUMATICOS Neumaticos y Aros ,CHEQUEO
RELLENO ACEIT DIERCC Sistema Direccion y Frenos Sistema Direccion,BAJO NIVEL
PM 72D+BACKLOG Mantencion Programada PM,PM72D
PM 72D + BACKKLOGS Mantencion Programada PM,PM72D
FALLA SIST HIDRAULICO Sistema Hidraulico Componentes Hidraulicos,CHEQUEO
falla sist hidraulico Sistema Hidraulico Componentes Hidraulicos ,CHEQUEO
falta tapa dep. hidraulico Sistema Direccion y Frenos Sistema Direccion ,SIN TAPA
rell refrig Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas ,BAJO NIVEL
rell.refr. Motor Sistema de Enfriamiento ,BAJO NIVEL
relleno refrigerante Motor ,FUGA
probl hidraulico Sistema Hidraulico Sistema Levante ,CHEQUEO
relleno transm Tren de Potencia Convertidor de Torque ,BAJO NIVEL
fuga pos 2 Neumaticos y Aros Neumaticos ,FUGA
probl a/ac Aire Acondicionado Aire Acondicionado ,FALLA FUNCIONAL
ch neumatico pos 5 Neumaticos y Aros Neumaticos ,CHEQUEO
tensor tolva cortado Tolva Tolva ,PM-NORMALIZAR
pos-5 fugas valvulas Neumaticos y Aros Neumaticos ,FALLA VALVULA
ruido extraño Estructura Estructura y Chasis ,FALLA COMPONENTE
cambio botapiedra Estructura ,FALLA COMPONENTE
 Estructura ,FALLA COMPONENTE
falla radio comercial Instr. Electricos y Comp. Control Instrumentos Cables y Luces ,FALLA FUNCIONAL
problema tolva Tolva Tolva ,CORTE
cheq pos 3-5 Neumaticos y Aros Neumaticos ,CHEQUEO
cambio pos 3-5 Neumaticos y Aros Neumaticos ,PM-NORMALIZAR
probl.bajada tolva Sistema Hidraulico Sistema Levante ,FALLA FUNCIONAL
valvula pos 4 ,FALLA VALVULA
bajo nivel trans. Tren de Potencia Transmision ,BAJO NIVEL
relleno de trnsmision Tren de Potencia Transmision ,BAJO NIVEL
bocina pegada ,FALLA FUNCIONAL
 Sistema Direccion y Frenos ,
temp.freno Sistema Direccion y Frenos Sistema Frenos ,ALTA TEMPERATURA
alta t° de freno Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas ,ALTA TEMPERATURA
rell.ac motor ,BAJO NIVEL
rep tolva duratray Tolva Tolva ,PM-NORMALIZAR
cheq equipo Sistema Hidraulico Componentes Hidraulicos ,
probl sist levante ,FALLA FUNCIONAL
cambio p4 x desg Neumaticos y Aros Neumaticos ,DESGASTE
parabrisas trizado Estructura Cabina y Plataforma ,ACC-IMPACTADO
reposicionespejo Estructura EstructurayChasis,ROTURA
cambio pos 6 Neumaticos y Aros Relleno ,DESGASTE
rel posiciones Neumaticos y Aros Relleno ,DESGASTE
cheq equipo Tren de Potencia Transmision ,BAJO NIVEL
problema trochas Instr. Electricos y Comp. Control Instrumentos Cables y Luces ,CORTO CIRCUITO
cheq. pos. 6 Neumaticos y Aros Neumaticos ,CHEQUEO
temp.freno nivel 3 Sistema Direccion y Frenos Sistema Frenos ,FALLA SENSOR TEMPERATURA
tolva dañada Tolva Tolva ,FALLA ESTRUCTURAL
rellenoaceitemotor Motor SistemadeLubricacion,BAJO NIVEL
reaprete neumaticos reaprete neumaticos ,DESGASTE
cambio p6 x desg cambio p6 x desg Neumaticos y Aros ,DESGASTE
 Sistema Neumatico ,BAJA PRESION
rep.asiento conductor Estructura Cabina y Plataforma ,FALLA VALVULA
desmontar segmento Tren de Potencia Mandos Finales ,BAJA PRESION
desmontar segmento Tren de Potencia Mandos Finales,BAJA PRESION
desmontar segmento ,BAJA PRESION
desmontar segmento Motor Sistema de Admision y Escape ,BAJA PRESION
probl freno ,BAJA PRESION
reap espej izq Estructura Cabina y Plataforma ,FUERA DE AJUSTE
sin arranke Tren de Potencia Transmision,FUGA
espejo derecho suelto Estructura Cabina y Plataforma,SOLTURA
fuga acum. dir. Sistema Direccion y Frenos Sistema Direccion,FALLA COMPONENTE
relleno de refrigerante,BAJO NIVEL
protec.carter motor desoldada Estructura Estructura y Chasis,SOLTURA
rope tolva cortado Tolva Tolva,CORTE
#neumatico 4-6 chequeo Neumaticos y Aros Neumaticos,CHEQUEO
carga susp Sistema Suspension Suspensiones Delanteras,DESGASTE
cambio de diferencial Tren de Potencia Eje Palier y Diferencial,DESGASTE
probl freno Sistema Direccion y Frenos Sistema Frenos,FALLA FUNCIONAL
demora neumaticos Neumaticos y Aros Neumaticos,
pos.3 chequee Neumaticos y Aros Neumaticos,CHEQUEO
fuga lines freno Sistema Direccion y Frenos Sistema Frenos,FUGA
ch equipo Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,
base esp. izq.desoldada Estructura Cabina y Plataforma,ROTURA
alarma nivel ac.transm.bajo Tren de Potencia Transmision,FALLA SENSOR DE NIVEL
. Mantencion Programada PM,PM 2400 HRS
corte electric.ecm Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,CORTO CIRCUITO
rell.nitr.pos1 Neumaticos y Aros Neumaticos,BAJO NIVEL
rell a/d Sistema Hidraulico Componentes Hidraulicos,FUGA
rotula queb. cilin.levante iz Sistema Hidraulico Componentes Hidraulicos,ROTURA
rep. bota piedra Estructura Estructura y Chasis,COMPONENTE FALTATE
aceite trans,FUGA
cambio p3/5 Neumaticos y Aros Neumaticos,DESGASTE
fuga nitrog p4/6 Neumaticos y Aros Relleno,FALLA VALVULA
relleno acete hidraulico Sistema Hidraulico Componentes Hidraulicos,BAJO NIVEL
f/valv. pos 4 Neumaticos y Aros Neumaticos,FALLA VALVULA
fuga v/v control direcc. Sistema Direccion y Frenos Sistema Direccion,FALLA SELLO
neumatico pos 1 pinchado Neumaticos y Aros Neumaticos,ACC-ROTURA
cilindro levante izq. desplaz Tolva Tolva,ROTURA
evento fuerza mayor,
fuga de aire Motor Sistema de Lubricacion,FUGA
fuga pos 2 Neumaticos y Aros Neumaticos,FUGA
chequeo de tolva Tolva Tolva,ROTURA
rep tolva,ROTURA
bailac pos 5 Neumaticos y Aros Neumaticos,CHEQUEO
estrobos de tolva Tolva Tolva,CORTO CIRCUITO
filtros saturado regi Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,BK-MONCON
pm bailac Neumaticos y Aros Neumaticos,PM-ROTACION
retardo manual Sistema Direccion y Frenos Sistema Frenos,FALLA SOLENOIDE
fuga sello espejo Sistema Direccion y Frenos Sistema Frenos,FUGA SELLO ESPEJO
inspeccion hidraulica Sistema Hidraulico Componentes Hidraulicos,CHEQUEO
alrm. ac. transmision baja Tren de Potencia Transmision,FALLA SENSOR DE NIVEL
fuga pos-6 Neumaticos y Aros Neumaticos,FUGA
fuga hidr. por fan Sistema Hidraulico Componentes Hidraulicos,FUGA
fuga aceite direcc. Sistema Direccion y Frenos Sistema Direccion,FUGA
piedra pos-1 incrustada Neumaticos y Aros Neumaticos,ELEMENTO INCRUSTADO
rep.luces conduccion Instr. Electricos y Comp. Control Instrumentos Cables y Luces,CORTO CIRCUITO
neumatico 3 rell. nitrogeno Neumaticos y Aros Relleno,BAJA PRESION
ecm transm error Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,ALARMA
neumatico 6 relleno nitrogeno Neumaticos y Aros Relleno,BAJA PRESION
botapiedra Estructura Estructura y Chasis,FUERA DE AJUSTE
bocina Sistema Neumatico Sistema Neumatico,FALLA SWITCH
neumat pos3 Neumaticos y Aros Neumaticos,CHEQUEO
bailadc Neumaticos y Aros Neumaticos,PM-NORMALIZAR
neumatico 1-3-6 rotacion +tag Neumaticos y Aros Neumaticos,PM-ROTACION
cheq.electrico Motor Sistema de Admision y Escape,FALLA SENSOR TURBO
chequ neum Neumaticos y Aros Neumaticos,CHEQUEO
aro pos. 3 fisurado Neumaticos y Aros Aro,ROTURA
pos-3 piedra incruptada Neumaticos y Aros Neumaticos,ELEMENTO INCRUSTADO
alta presion bomba frenos Sistema Direccion y Frenos Sistema Frenos,FALLA CONEXION/AISLAMIENTO
freno Sistema Direccion y Frenos Sistema Frenos,FALLA SENSOR DE PRESION
rell.nitrog.pos. Neumaticos y Aros Neumaticos,BAJA PRESION
manguera val.venteo Neumaticos y Aros Neumaticos,FALLA VALVULA
piedra incruptada pos- 6 Neumaticos y Aros Neumaticos,ELEMENTO INCRUSTADO
clefaccion Aire Acondicionado Aire Acondicionado,FALLA FUNCIONAL
sensor tolva Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA SENSOR
c/tolva Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,ACC-INCIDENTE
c/tolva Tolva Tolva,ACC-INCIDENTE
cambio filtro dif. Tren de Potencia Eje Palier y Diferencial,FALLA SWITCH
alta t° de freno Sistema Direccion y Frenos Sistema Frenos,FALLA SENSOR
pad de tolva suelto Tolva Tolva,SOLTURA
pasador susp. trs der. Sistema Suspension Suspensiones Traseras,FUERA DE AJUSTE
falla pasador tolva Sistema Suspension Suspensiones Traseras,FUERA DE AJUSTE
baja presion bomba direccion Sistema Direccion y Frenos Sistema Direccion,BAJA PRESION
seo. mec pos. 4 Neumaticos y Aros Neumaticos,ACC-INCIDENTE
seo. mec pos. 4,ACC-INCIDENTE
no entra marcha atras Tren de Potencia Transmision,SIN MARCHAS
no entra marcha atras Instr. Electricos y Comp. Control Sistema de Control de Movimiento,FALLA FUNCIONAL
sin aire partida Motor Sistema de Combustible,SIN PARTIDA
pm corta Mantencion Programada PM,PM DI 300
neumatico e chequeo Neumaticos y Aros Neumaticos,CHEQUEO
veloc. ventilador alto Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA SOLENOIDE
tirante tolva Tolva Tolva,FALLA ROP
espejo retrov derecho Estructura Cabina y Plataforma,PERNO CORTADO
sin ventilacion cabina Aire Acondicionado Aire Acondicionado,FALLA FUNCIONAL
flujo refrigerante bajo Motor Sistema de Enfriamiento,BAJO NIVEL
pr. transmision Tren de Potencia Transmision,CHEQUEO
codigo elec.nivel transm. Tren de Potencia Transmision,FALLA SENSOR DE NIVEL
c/ puerta copiloto Estructura Cabina y Plataforma,FALLA FUNCIONAL
falla electrica nivel transmi Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA CONEXION/AISLAMIENTO
acelerador suelto Instr. Electricos y Comp. Control Sistema de Control de Movimiento,FALLA PEDAL ACELERADOR
remolque 300 Estructura Estructura y Chasis,OP-REMOLQUE
enlace cat data Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,CHEQUEO
pm 108d Mantencion Programada PM,PM PASO 03
falta botapiedra 3-5 Estructura Estructura y Chasis,COMPONENTE FALTATE
proteccio carda suelta Estructura Estructura y Chasis,SOLTURA
potencia Motor Sistema de Lubricacion,CORTO CIRCUITO
sensor tolva activado Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA CONEXION/AISLAMIENTO
sin propulsion Instr. Electricos y Comp. Control Instrumentos Cables y Luces,FALLA SENSOR TEMPERATURA
cod electricos Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,CODIGO ACTIVO
enlaces cat error Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA CONEXION/AISLAMIENTO
fuga gases escape baja poten Motor Sistema de Admision y Escape,FUGA
chq pos 1 y 3 bailac Neumaticos y Aros Neumaticos,CHEQUEO
chequeo de nivel diferencial Tren de Potencia Eje Palier y Diferencial,CHEQUEO
bajo nivel de aceite transmis Tren de Potencia Transmision,BAJO NIVEL
cheq por bajo nivel transmisi Tren de Potencia Transmision,BAJO NIVEL
bajo nivel de transmision Tren de Potencia Transmision,BAJO NIVEL
bajo nivel de aceite de trans Tren de Potencia Transmision,BAJO NIVEL
cheq electrico Instr. Electricos y Comp. Control Instrumentos Cables y Luces,FALLA SWITCH
relleno de convertidor Instr. Electricos y Comp. Control Instrumentos Cables y Luces,FUGA
falla ecm chassis Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA ELECTRICA
pos 2 corte Neumaticos y Aros Neumaticos,CORTE
nivelm direccion error Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA SENSOR DE NIVEL
manguera soplado fuga Sistema Neumatico Sistema Neumatico,FUGA
sin aceleraccion Instr. Electricos y Comp. Control Sistema de Control de Movimiento,FALLA CONEXION/AISLAMIENTO
baja p° diferencial Tren de Potencia Transmision,BAJA PRESION
piedra inscruptada pos-3 Neumaticos y Aros Neumaticos,ELEMENTO INCRUSTADO
nivela ac.diferencial Tren de Potencia Eje Palier y Diferencial,ALTO NIVEL
ch. suspansiones Sistema Suspension Suspensiones Delanteras,JUEGO EXCESIVO
falla sistema direccion Sistema Direccion y Frenos Sistema Direccion,FALLA FUNCIONAL
cambio aro p3 Neumaticos y Aros Aro,DESGASTE
cheq. pos-6 corte Neumaticos y Aros Neumaticos,CHEQUEO
smartcap /protab Innovaciones Tecnologicas Innovaciones Tecnologicas,SMARTCAP
filtro transm. taponado Tren de Potencia Transmision,DESGASTE
temp freno y tcs Sistema Direccion y Frenos Sistema Frenos,FALLA SELLO
falla tcs temp freno Sistema Direccion y Frenos Sistema Frenos,FALLA SENSOR DE VELOCIDAD
corte en luces Instr. Electricos y Comp. Control Instrumentos Cables y Luces,CORTO CIRCUITO
rel.ac.transmision Tren de Potencia Transmision,BAJO NIVEL
y de direccion Sistema Direccion y Frenos Sistema Direccion,PERNO CORTADO
cambio cardan pto Mantencion Programada PM,FUGA
transmision error Tren de Potencia Transmision,FALLA PEDAL FRENO
develocid.motor detenido Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,BAJA EFICIENCIA
ch. bota piedras Estructura Estructura y Chasis,CHEQUEO
bloqueo marchas Tren de Potencia Transmision,SIN MARCHAS
declas 26% tem escape motor Motor Sistema de Admision y Escape,CHEQUEO
alta p° bba frenos Sistema Direccion y Frenos Sistema Frenos,BAJO NIVEL
soldadura estructura Mantencion Programada PM,DESGASTE
corte pos-6 Neumaticos y Aros Neumaticos,CORTE
reponer pasador pedal frenos Estructura Cabina y Plataforma,FALLA PEDAL FRENO
apoyo baterias Instr. Electricos y Comp. Control Arranque y Carga,SIN PARTIDA
c/oring p4 Neumaticos y Aros Neumaticos,FUGA
rell.cupling,BAJO NIVEL
golpe de susp. del. Sistema Suspension Suspensiones Delanteras,GOLPEADO
susp. pos-1 reventada Sistema Suspension Suspensiones Delanteras,FUGA
pos-1 reventada Sistema Suspension Suspensiones Delanteras,ROTURA
tapa motor Estructura Cabina y Plataforma,TAPA FUERA DE AJUSTE
baja potencia de motor Motor Sistema de Admision y Escape,BAJA POTENCIA
cheq arc Sistema Direccion y Frenos Sistema Frenos,FALLA SENSOR DE VELOCIDAD
nivel aceite motor bajo Motor Sistema de Lubricacion,FALLA SENSOR DE NIVEL
cod. electriconiv. motor Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,FALLA CONEXION/AISLAMIENTO
cheq. de pesometro Instr. Electricos y Comp. Control Pesometro,DESCALIBRADO
parkeo fijo equipo frenado Sistema Direccion y Frenos Sistema Frenos,ACTIVACION INVOLUNTARIA
bocina activada Instr. Electricos y Comp. Control Instrumentos Cables y Luces,FALLA FUNCIONAL
fuga p4,FUGA
fuga p4 Neumaticos y Aros Neumaticos,FUGA
bajo volta Instr. Electricos y Comp. Control Arranque y Carga,SIN PARTIDA
oring pos 4 bailac Neumaticos y Aros Neumaticos,PM-NORMALIZAR
rell. hco. - motor Sistema Hidraulico Componentes Hidraulicos,BAJO NIVEL
comando bamba freno alto Sistema Direccion y Frenos Sistema Frenos,ALTA PRESION
pos-5 fuga nitrog x oring Neumaticos y Aros Neumaticos,PINCHADO
ch. neumatyicos Neumaticos y Aros Neumaticos,CHEQUEO
pinchado p-1 Neumaticos y Aros Neumaticos,PINCHADO
entr. turbo error Motor Modulo Electrico y Control,FALLA FUNCIONAL
rllno por t°pos 3-6 bailac Neumaticos y Aros Neumaticos,BAJO NIVEL
fisura aro p6 Neumaticos y Aros Aro,ROTURA
fuga o-ring pos 3 bailac Neumaticos y Aros Neumaticos,FUGA
rllno aceite motor Motor Sistema de Lubricacion,BAJO NIVEL
reg suspensiones Sistema Suspension Suspensiones Delanteras,FUERA DE AJUSTE
rllno pos 2 bailac Neumaticos y Aros Neumaticos,BAJA PRESION
fuga nitrog pos-5 Neumaticos y Aros Neumaticos,FUGA
fuga por valvula,FALLA VALVULA
ion acumuladores de direccion Sistema Direccion y Frenos Sistema Direccion,BAJA PRESION
